customer_id,signup_date,order_date,order_id,revenue,funnel_stage,channel,country
11881,2021-09-30,2021-11-13,ORD100116,11.91,Visit,Social Media,India
11484,2022-04-09,2022-09-27,ORD100117,105.48,Visit,Paid Ads,UK
10863,2022-11-09,2023-06-17,ORD100118,-607.49,Visit,Organic,USA
10563,2022-04-01,2023-04-20,ORD100119,98.41,Visit,Social Media,India
11020,2022-11-01,2023-02-03,ORD100120,94.56,Repeat Purchase,Referral,USA
10095,2021-09-06,2022-08-18,ORD100121,4.94,Visit,Referral,France
11923,2022-11-29,2023-01-11,ORD100122,17.99,Signup,Organic,UK
11757,2021-03-19,2021-11-01,ORD100123,86.39,Purchase,Social Media,Germany
12278,2022-06-18,2022-08-18,ORD100124,505.4,Visit,Referral,India
11678,2021-04-18,2022-02-28,ORD100125,251.09,Visit,Organic,Germany
10540,2021-09-30,2022-05-06,ORD100126,49.9,Purchase,Email,India
11059,2023-02-03,2024-01-03,ORD100127,-93.97,Visit,Email,USA
11183,2021-01-15,2021-04-13,ORD100128,96.54,Repeat Purchase,Email,Germany
11722,2022-01-05,2022-04-26,ORD100129,138.76,Signup,Paid Ads,UK
11819,2021-10-31,2022-05-25,ORD100130,139.69,Purchase,Social Media,India
11597,2022-11-03,2023-11-04,ORD100131,187.16,Repeat Purchase,Email,Germany
10795,2021-07-24,2022-05-25,ORD100132,3.03,Repeat Purchase,Referral,India
11051,2021-04-23,2021-11-11,ORD100133,345.21,Purchase,Paid Ads,France
11643,2022-11-11,2023-09-03,ORD100134,8.72,Signup,Email,France
11363,2023-05-15,2023-06-16,ORD100135,77.59,Visit,Organic,Germany
11981,2021-09-10,2022-04-12,ORD100136,302.46,Purchase,Referral,France
11354,2022-03-17,2022-03-28,ORD100137,80.25,Visit,Paid Ads,UK
11663,,,ORD100138,7.89,Repeat Purchase,Paid Ads,Germany
11529,2023-05-09,2024-05-05,ORD100139,31.25,Purchase,Referral,USA
12038,2021-08-15,2022-01-10,ORD100140,103.72,Purchase,Email,Germany
11496,,,ORD100141,11.04,Signup,Organic,USA
12237,2022-10-30,2023-08-15,ORD100142,66.13,Visit,Organic,France
11408,2021-12-20,2022-07-14,ORD100143,47.9,Purchase,Organic,Germany
11400,2022-09-15,2023-08-21,ORD100144,202.62,Repeat Purchase,Paid Ads,UK
11306,2021-01-01,2021-07-11,ORD100145,14.0,Repeat Purchase,Email,France
10972,2022-07-07,2023-06-12,ORD100146,137.79,Purchase,Referral,France
11768,2022-07-14,2023-05-15,ORD100147,62.62,Purchase,Social Media,France
11282,2022-02-24,2023-03-28,ORD100148,106.34,Visit,Organic,USA
10709,2022-09-12,2023-05-21,ORD100149,27.61,Repeat Purchase,Referral,USA
11479,2021-06-10,2021-12-30,ORD100150,112.9,Visit,Referral,UK
11434,2021-06-10,2022-06-06,ORD100151,134.49,Visit,Organic,USA
10648,2023-05-21,2023-07-05,ORD100152,-8.74,Purchase,Social Media,India
10317,2021-05-08,2022-05-16,ORD100153,208.71,Purchase,Paid Ads,India
11257,2022-12-23,2023-09-09,ORD100154,237.01,Visit,Paid Ads,Germany
10683,,,ORD100155,7.88,Visit,Email,France
10663,2022-03-20,2022-08-16,ORD100156,110.91,Purchase,Paid Ads,India
11998,2023-02-06,2023-04-16,ORD100157,108.17,Repeat Purchase,Referral,USA
11631,2022-04-16,2023-04-14,ORD100158,1.5,Visit,Paid Ads,UK
11495,2022-04-08,2022-04-09,ORD100159,50.29,Purchase,Email,USA
11136,2022-12-31,2023-01-28,ORD100160,416.57,Signup,Referral,France
11853,2021-01-30,2021-10-12,ORD100161,97.28,Signup,Referral,France
11520,2022-04-18,2022-06-17,ORD100162,324.75,Repeat Purchase,Social Media,India
12489,2022-07-11,2022-10-18,ORD100163,135.11,Signup,Organic,India
10563,2021-03-21,2022-04-08,ORD100164,3.46,Purchase,Organic,USA
11291,2021-02-08,2021-07-01,ORD100165,9.71,Signup,Organic,Germany
11636,2021-08-28,2022-03-07,ORD100166,153.69,Purchase,Email,USA
10698,2022-07-11,2023-06-28,ORD100167,97.05,Signup,Paid Ads,India
12160,2022-08-13,2023-07-31,ORD100168,16.32,Signup,Organic,Germany
10001,2021-12-03,2022-08-29,ORD100169,114.25,Repeat Purchase,Paid Ads,Germany
10641,2023-05-11,2024-03-04,ORD100170,199.47,Visit,Organic,India
12267,2023-03-11,2024-01-30,ORD100171,167.8,Purchase,Social Media,USA
11589,2021-10-07,2022-08-13,ORD100172,33.91,Visit,Paid Ads,UK
10854,2021-04-26,2021-11-15,ORD100173,35.84,Visit,Email,India
11759,2021-09-26,2022-05-28,ORD100174,412.44,Repeat Purchase,Email,USA
12432,2021-12-01,2021-12-31,ORD100175,262.07,Signup,Paid Ads,UK
11661,2021-11-08,2022-10-05,ORD100176,45.99,Purchase,Email,France
11153,2021-02-22,2021-04-14,ORD100177,208.51,Purchase,Referral,France
11076,2021-03-09,2022-03-27,ORD100178,21.17,Purchase,Email,France
11707,2022-11-25,2023-07-25,ORD100179,26.3,Visit,Social Media,UK
11695,2021-02-03,2021-10-23,ORD100180,23.99,Purchase,Social Media,Germany
11733,2023-03-07,2023-08-27,ORD100181,11.02,Purchase,Paid Ads,France
11439,2023-03-29,2023-07-06,ORD100182,231.46,Visit,Email,France
12294,2022-01-21,2023-02-16,ORD100183,103.76,Visit,Paid Ads,Germany
10835,2021-09-06,2022-09-29,ORD100184,35.96,Signup,Organic,UK
10202,2021-04-21,2021-06-20,ORD100185,226.58,Visit,Referral,UK
10122,2021-04-04,2022-03-29,ORD100186,194.73,Purchase,Paid Ads,Germany
10400,2022-02-14,2022-08-20,ORD100187,12.77,Purchase,Paid Ads,India
10766,2021-06-28,2021-07-04,ORD100188,-123.99,Signup,Paid Ads,Germany
10293,2021-02-16,2021-08-23,ORD100189,153.54,Visit,Paid Ads,USA
12327,2023-03-05,2023-05-26,ORD100190,150.98,Visit,Social Media,USA
10197,2023-05-02,2024-04-16,ORD100191,154.11,Signup,Referral,India
11930,2023-05-24,2024-03-01,ORD100192,22.28,Repeat Purchase,Organic,India
12191,2022-08-27,2022-12-28,ORD100193,45.42,Purchase,Referral,USA
10608,2022-01-11,2022-06-16,ORD100194,223.09,Repeat Purchase,Paid Ads,Germany
11147,2022-12-25,2023-03-21,ORD100195,274.4,Signup,Social Media,UK
10186,2022-08-10,2023-01-04,ORD100196,39.29,Visit,Organic,USA
11794,2023-06-09,2023-08-17,ORD100197,2.79,Visit,Paid Ads,Germany
10659,2021-07-21,2022-07-25,ORD100198,235.73,Repeat Purchase,Paid Ads,USA
11955,2022-03-21,2022-06-04,ORD100199,56.8,Signup,Email,UK
12450,,,ORD100200,47.96,Repeat Purchase,Referral,USA
11369,2021-11-04,2021-11-06,ORD100201,51.14,Purchase,Referral,USA
11986,2022-12-24,2023-08-14,ORD100202,64.48,Purchase,Referral,UK
11534,2022-05-08,2022-10-21,ORD100203,57.03,Visit,Email,France
10146,2021-12-04,2022-03-12,ORD100204,100.28,Purchase,Social Media,USA
11734,2022-10-08,2023-02-08,ORD100205,9.87,Purchase,Social Media,USA
11843,2023-04-22,2023-06-05,ORD100206,427.11,Signup,Social Media,USA
10488,2021-03-07,2022-03-23,ORD100207,330.71,Purchase,Organic,India
11959,2023-03-03,2024-01-20,ORD100208,326.91,Repeat Purchase,Email,India
11663,2022-02-26,2022-12-09,ORD100209,253.71,Visit,Email,UK
12385,2022-06-24,2022-10-07,ORD100210,129.57,Signup,Social Media,Germany
10640,2022-09-21,2023-07-11,ORD100211,29.99,Purchase,Social Media,India
11802,2022-05-08,2022-09-18,ORD100212,6.09,Purchase,Social Media,UK
11969,2023-06-01,2023-06-08,ORD100213,12.55,Signup,Email,India
12198,2021-11-13,2021-12-10,ORD100214,46.99,Purchase,Social Media,Germany
11438,2023-04-17,2024-01-12,ORD100215,84.11,Purchase,Referral,India
11634,2022-09-18,2023-04-28,ORD100216,599.84,Signup,Social Media,France
10262,2021-03-16,2021-03-23,ORD100217,68.61,Visit,Referral,Germany
11787,2022-12-15,2023-10-20,ORD100218,89.24,Signup,Paid Ads,Germany
12191,2021-02-28,2021-07-11,ORD100219,142.56,Repeat Purchase,Paid Ads,India
12393,2022-01-21,2022-02-18,ORD100220,23.92,Repeat Purchase,Email,India
10623,2021-01-15,2021-05-09,ORD100221,324.06,Purchase,Organic,USA
11016,2021-08-19,2021-09-21,ORD100222,90.36,Repeat Purchase,Paid Ads,USA
10880,2022-09-09,2022-09-15,ORD100223,38.8,Visit,Email,Germany
12049,2022-11-08,2022-12-17,ORD100224,328.21,Visit,Email,USA
11327,2021-07-18,2022-06-12,ORD100225,117.84,Repeat Purchase,Referral,USA
12301,2021-12-20,2023-01-20,ORD100226,79.33,Signup,Referral,USA
10452,2021-02-04,2021-04-06,ORD100227,104.14,Signup,Social Media,France
11183,2021-06-11,2021-09-04,ORD100228,165.54,Repeat Purchase,Paid Ads,USA
12056,,,ORD100229,20.14,Signup,Referral,USA
11682,2023-03-10,2023-07-03,ORD100230,240.15,Signup,Organic,France
12255,2023-06-14,2023-08-17,ORD100231,384.79,Visit,Email,India
11154,2022-04-16,2023-02-06,ORD100232,100.44,Repeat Purchase,Social Media,Germany
10403,2022-06-15,2023-06-28,ORD100233,137.59,Repeat Purchase,Referral,UK
12199,2023-03-03,2023-08-19,ORD100234,235.79,Visit,Referral,India
12101,2023-05-02,2023-08-25,ORD100235,56.36,Repeat Purchase,Referral,France
11696,2022-02-27,2023-01-14,ORD100236,592.57,Purchase,Paid Ads,France
10627,2021-12-14,2022-04-08,ORD100237,136.92,Visit,Referral,Germany
10586,2022-11-25,2023-07-03,ORD100238,66.2,Visit,Email,USA
11648,2021-05-27,2022-06-25,ORD100239,135.74,Visit,Referral,UK
11443,2022-01-09,2022-12-31,ORD100240,88.5,Visit,Organic,UK
11445,2022-11-19,2023-01-07,ORD100241,14.21,Purchase,Referral,UK
10103,2022-11-06,2023-09-28,ORD100242,190.68,Signup,Social Media,India
10253,2022-02-20,2023-01-21,ORD100243,99.72,Repeat Purchase,Social Media,France
11496,2022-11-18,2023-02-04,ORD100244,190.67,Visit,Organic,UK
10098,2022-05-09,2022-05-28,ORD100245,20.2,Purchase,Social Media,UK
12200,2022-07-13,2023-07-26,ORD100246,92.76,Signup,Paid Ads,USA
11884,2021-09-13,2021-10-19,ORD100247,174.61,Visit,Email,India
11919,2022-11-17,2023-08-02,ORD100248,533.83,Repeat Purchase,Email,France
10877,2021-04-13,2021-07-14,ORD100249,258.91,Signup,Paid Ads,Germany
10337,2021-05-01,2021-11-03,ORD100250,-239.72,Repeat Purchase,Social Media,USA
10956,2022-02-23,2023-02-14,ORD100251,34.12,Repeat Purchase,Organic,USA
11704,2021-12-16,2022-07-04,ORD100252,218.41,Purchase,Organic,USA
10160,2022-10-19,2023-08-02,ORD100253,22.26,Visit,Email,UK
11603,2021-02-11,2021-03-30,ORD100254,26.49,Repeat Purchase,Organic,Germany
10397,2022-01-02,2022-09-11,ORD100255,14.0,Visit,Paid Ads,India
11300,2021-01-29,2021-03-15,ORD100256,233.89,Repeat Purchase,Email,France
10815,2023-06-11,2024-06-14,ORD100257,13.75,Purchase,Referral,India
11527,2023-02-24,2023-10-12,ORD100258,17.84,Signup,Paid Ads,USA
11919,2021-01-14,2021-04-18,ORD100259,33.87,Purchase,Paid Ads,Germany
11415,2023-03-29,2024-01-25,ORD100260,102.02,Signup,Organic,India
11158,2023-04-05,2023-11-08,ORD100261,254.61,Purchase,Organic,India
11218,2022-04-30,2022-06-08,ORD100262,65.0,Signup,Organic,USA
10400,2021-07-08,2022-07-29,ORD100263,94.83,Signup,Referral,USA
10639,2023-05-22,2023-12-10,ORD100264,21.85,Signup,Paid Ads,India
10459,2021-10-22,2022-02-14,ORD100265,37.1,Signup,Social Media,India
10954,2021-07-02,2021-09-30,ORD100266,17.25,Signup,Email,UK
10469,2023-05-14,2023-07-10,ORD100267,63.3,Visit,Organic,Germany
11045,2022-07-02,2022-07-11,ORD100268,107.09,Purchase,Organic,USA
11693,2023-06-01,2024-02-11,ORD100269,-40.09,Visit,Paid Ads,France
12085,2021-02-06,2021-12-19,ORD100270,224.49,Signup,Referral,France
12277,2021-01-14,2021-09-19,ORD100271,477.11,Signup,Organic,USA
10562,2022-09-27,2023-09-28,ORD100272,15.36,Repeat Purchase,Referral,Germany
12485,,,ORD100273,2.16,Repeat Purchase,Referral,France
11799,2021-06-08,2022-04-20,ORD100274,187.15,Repeat Purchase,Social Media,UK
12074,2022-05-09,2022-05-14,ORD100275,25.38,Visit,Referral,USA
10225,2021-11-25,2022-10-21,ORD100276,52.28,Visit,Social Media,France
10797,2022-09-06,2023-03-12,ORD100277,60.15,Signup,Email,France
12331,2023-04-29,2023-12-19,ORD100278,298.09,Repeat Purchase,Referral,USA
10959,2021-03-24,2022-03-29,ORD100279,129.05,Purchase,Email,Germany
11504,2022-07-10,2023-01-08,ORD100280,4.97,Signup,Referral,USA
10452,,,ORD100281,1.79,Purchase,Social Media,India
10815,2022-07-14,2022-11-13,ORD100282,26.71,Purchase,Social Media,France
10658,2022-07-23,2022-12-27,ORD100283,45.96,Purchase,Email,India
10546,2022-08-10,2023-06-28,ORD100284,79.52,Signup,Paid Ads,Germany
11215,2021-01-22,2021-02-03,ORD100285,218.3,Signup,Paid Ads,India
10016,2021-05-12,2022-03-22,ORD100286,45.37,Signup,Paid Ads,Germany
11243,2022-04-10,2022-06-02,ORD100287,56.7,Signup,Referral,USA
12205,2022-04-01,2023-03-26,ORD100288,47.94,Visit,Paid Ads,UK
11069,2021-10-29,2022-08-01,ORD100289,1.08,Visit,Email,UK
12146,2021-09-24,2021-11-05,ORD100290,372.67,Signup,Paid Ads,USA
11768,2023-03-10,2023-12-01,ORD100291,17.96,Repeat Purchase,Email,France
11060,2022-01-30,2022-05-18,ORD100292,40.71,Signup,Email,Germany
12327,2021-04-30,2022-03-18,ORD100293,16.62,Repeat Purchase,Referral,India
10301,2021-09-03,2022-02-15,ORD100294,80.93,Purchase,Social Media,UK
10180,2022-07-22,2023-07-07,ORD100295,322.88,Repeat Purchase,Referral,India
10606,2021-02-07,2021-05-23,ORD100296,12.74,Visit,Referral,India
10699,2021-09-02,2021-10-22,ORD100297,69.77,Visit,Organic,India
10992,2021-01-21,2021-08-12,ORD100298,2.72,Visit,Paid Ads,France
11139,2021-04-20,2022-02-15,ORD100299,176.83,Purchase,Paid Ads,UK
10190,2022-08-29,2022-10-10,ORD100300,123.01,Signup,Email,India
12300,2022-01-29,2022-11-07,ORD100301,144.36,Visit,Social Media,India
10980,2022-02-14,2022-05-09,ORD100302,76.72,Purchase,Paid Ads,UK
12006,2022-10-10,2023-05-14,ORD100303,285.84,Signup,Paid Ads,India
11184,2023-01-13,2023-06-19,ORD100304,63.23,Purchase,Social Media,Germany
10127,2021-01-08,2021-12-23,ORD100305,86.61,Repeat Purchase,Paid Ads,UK
12065,2022-03-20,2022-07-24,ORD100306,142.61,Repeat Purchase,Organic,India
11816,2021-11-24,2022-06-02,ORD100307,88.22,Visit,Paid Ads,France
11758,,,ORD100308,25.19,Visit,Organic,Germany
10569,2021-10-17,2022-11-07,ORD100309,45.76,Signup,Referral,USA
11346,2023-02-02,2023-04-02,ORD100310,11.62,Visit,Referral,France
11895,2022-05-26,2023-03-04,ORD100311,68.01,Visit,Organic,USA
10625,2021-12-27,2023-01-09,ORD100312,112.81,Repeat Purchase,Email,USA
11686,2022-08-22,2022-10-22,ORD100313,15.14,Repeat Purchase,Organic,India
10154,2022-12-17,2023-10-14,ORD100314,119.5,Signup,Email,Germany
11409,2021-08-07,2021-12-10,ORD100315,268.05,Purchase,Social Media,India
10784,2022-02-10,2022-07-31,ORD100316,49.45,Visit,Social Media,France
10245,2023-01-23,2023-03-26,ORD100317,30.13,Signup,Organic,USA
11500,2023-04-12,2023-12-27,ORD100318,268.2,Purchase,Email,India
11705,2023-02-09,2023-02-24,ORD100319,141.3,Signup,Referral,France
10537,2022-09-13,2023-03-10,ORD100320,13.36,Purchase,Organic,France
11890,2023-02-07,2024-01-02,ORD100321,62.93,Repeat Purchase,Organic,USA
11841,2023-03-05,2024-03-06,ORD100322,134.54,Visit,Email,India
10920,2021-08-08,2021-11-16,ORD100323,102.51,Repeat Purchase,Social Media,Germany
12455,2022-08-18,2023-02-09,ORD100324,115.65,Signup,Referral,France
10524,2021-04-17,2021-10-26,ORD100325,100.48,Signup,Email,India
11529,2022-08-04,2023-05-31,ORD100326,191.97,Visit,Email,Germany
10035,2022-09-01,2023-09-22,ORD100327,46.35,Purchase,Referral,USA
10684,2022-12-25,2023-09-23,ORD100328,147.91,Purchase,Organic,Germany
10019,2021-10-13,2022-06-30,ORD100329,566.33,Repeat Purchase,Organic,USA
12368,2023-01-19,2023-07-12,ORD100330,59.31,Visit,Paid Ads,France
10399,2021-01-08,2021-08-29,ORD100331,187.88,Visit,Referral,UK
10971,2023-03-17,2024-01-10,ORD100332,33.9,Visit,Email,UK
11906,2021-07-08,2022-02-08,ORD100333,39.74,Signup,Paid Ads,France
11166,2021-03-22,2021-11-23,ORD100334,327.75,Visit,Paid Ads,Germany
11115,2021-04-18,2021-05-08,ORD100335,3.15,Visit,Paid Ads,UK
10833,2021-11-17,2022-10-06,ORD100336,29.42,Visit,Organic,USA
11823,2022-08-02,2023-04-01,ORD100337,79.15,Visit,Social Media,France
11982,2022-11-17,2023-08-31,ORD100338,61.67,Signup,Paid Ads,India
10853,2021-12-12,2022-09-17,ORD100339,119.04,Signup,Email,UK
10050,2023-05-13,2024-01-11,ORD100340,25.69,Purchase,Organic,Germany
10574,2021-11-24,2022-05-05,ORD100341,8.78,Purchase,Social Media,France
11148,2022-07-09,2022-12-01,ORD100342,55.32,Purchase,Social Media,UK
12197,2022-11-30,2023-02-04,ORD100343,89.17,Purchase,Paid Ads,UK
12361,2021-10-29,2022-02-08,ORD100344,99.06,Visit,Paid Ads,France
12352,2021-07-19,2022-05-24,ORD100345,110.4,Signup,Organic,India
11715,2023-06-12,2023-10-14,ORD100346,95.46,Visit,Paid Ads,France
10681,2022-02-23,2022-06-19,ORD100347,33.84,Visit,Organic,India
10837,2021-02-08,2021-10-16,ORD100348,173.55,Purchase,Social Media,France
11077,2023-01-02,2023-11-18,ORD100349,11.02,Purchase,Email,USA
12491,2021-11-03,2022-11-07,ORD100350,26.53,Visit,Email,USA
12311,2021-01-04,2021-08-17,ORD100351,-161.36,Visit,Referral,France
11595,2022-09-25,2023-03-31,ORD100352,39.37,Purchase,Referral,India
10004,2023-04-28,2023-10-31,ORD100353,81.62,Visit,Referral,UK
11126,2021-03-18,2021-06-01,ORD100354,47.56,Purchase,Email,France
11219,2022-04-13,2023-01-10,ORD100355,84.86,Purchase,Paid Ads,UK
10773,2021-06-28,2021-11-23,ORD100356,51.08,Signup,Organic,France
